#Chr	Start	End	Merge	Bampudke	SA
chr3	11500001	11550000	3.94E-08	1.40E-07	3.09E-08
chr3	11550001	11600000	3.47E-08	6.17E-08	1.51E-08
chr3	11600001	11650000	6.84E-08	5.71E-08	4.08E-08
chr3	11650001	11700000	3.84E-08	9.75E-08	4.37E-08
chr3	11700001	11750000	9.46E-09	6.40E-08	2.78E-09
chr3	11750001	11800000	1.36E-08	5.93E-08	6.30E-09
chr3	11800001	11850000	2.69E-08	7.16E-08	2.72E-08
chr3	11850001	11900000	3.55E-08	5.13E-08	9.61E-08
chr3	11900001	11950000	2.74E-08	7.25E-08	3.35E-08
chr3	11950001	12000000	3.23E-08	3.67E-08	3.63E-08
chr3	12000001	12050000	1.90E-08	5.22E-08	2.57E-08
chr3	12050001	12100000	4.09E-08	1.22E-07	3.31E-08
chr3	12100001	12150000	5.99E-08	1.07E-07	8.34E-08
chr3	12150001	12200000	4.33E-08	2.99E-08	3.17E-08
chr3	12200001	12250000	5.61E-08	1.09E-07	1.99E-08
chr3	12250001	12300000	2.12E-08	1.11E-07	2.32E-08
chr3	12300001	12350000	1.28E-08	9.31E-08	1.79E-08
chr3	12350001	12400000	3.22E-08	7.02E-08	3.80E-08
chr3	12400001	12450000	4.54E-08	6.16E-08	4.93E-08
chr3	12450001	12500000	3.18E-08	8.76E-08	2.44E-08
chr3	12500001	12550000	3.42E-08	9.23E-09	8.51E-09
chr3	12550001	12600000	5.40E-08	9.05E-08	6.09E-08
chr3	12600001	12650000	9.93E-08	1.63E-07	2.55E-08
chr3	12650001	12700000	6.05E-08	1.10E-07	7.08E-08
chr3	12700001	12750000	5.82E-08	4.81E-08	1.62E-08
chr3	12750001	12800000	4.97E-08	8.03E-08	4.63E-08
chr3	12800001	12850000	4.41E-08	4.83E-08	5.81E-08
chr3	12850001	12900000	4.62E-08	1.02E-07	6.07E-08
chr3	12900001	12950000	1.68E-08	7.60E-08	4.58E-08
chr3	12950001	13000000	4.19E-08	8.95E-08	4.05E-08
chr3	13000001	13050000	3.59E-08	7.69E-08	5.40E-08
chr3	13050001	13100000	2.91E-08	9.39E-08	4.16E-08
chr3	13100001	13150000	2.89E-08	9.32E-08	2.22E-08
chr3	13150001	13200000	1.46E-08	1.14E-07	1.89E-08
chr3	13200001	13250000	1.55E-08	1.34E-07	2.41E-08
chr3	13250001	13300000	4.00E-09	1.06E-07	1.59E-08
chr3	13300001	13350000	1.21E-08	9.83E-08	2.61E-08
chr3	13350001	13400000	9.13E-09	1.12E-07	2.71E-08
chr3	13400001	13450000	4.83E-09	4.50E-08	1.30E-08
chr3	13450001	13500000	1.90E-08	4.24E-08	1.58E-08
chr3	13500001	13550000	2.06E-08	8.09E-08	1.86E-08
chr3	13550001	13600000	7.15E-09	4.88E-08	3.06E-09
chr3	13600001	13650000	9.72E-09	1.76E-08	4.19E-09
chr3	13650001	13700000	1.58E-08	5.44E-08	8.25E-09
chr3	13700001	13750000	2.21E-08	1.05E-07	2.14E-08
chr3	13750001	13800000	2.36E-08	8.38E-08	1.06E-08
chr3	13800001	13850000	1.56E-08	6.30E-08	9.78E-09
chr3	13850001	13900000	1.32E-08	5.95E-08	2.10E-08
chr3	13900001	13950000	3.68E-08	7.68E-08	3.12E-08
chr3	13950001	14000000	9.53E-09	1.06E-08	2.67E-09
chr3	14000001	14050000	1.68E-08	1.21E-07	1.33E-08
chr3	14050001	14100000	2.33E-08	9.35E-08	2.17E-08
chr3	14100001	14150000	1.41E-08	6.13E-10	3.29E-09
chr3	14150001	14200000	7.91E-09	1.14E-07	1.17E-08
chr3	14200001	14250000	8.34E-09	6.68E-08	6.13E-09
chr3	14250001	14300000	5.83E-09	4.97E-08	1.61E-08
chr3	14300001	14350000	1.76E-08	9.58E-08	1.97E-08
chr3	14350001	14400000	2.40E-08	8.19E-08	2.23E-08
chr3	14400001	14450000	1.59E-08	7.11E-08	7.15E-09
chr3	14450001	14500000	5.44E-08	9.86E-08	3.07E-08
chr3	14500001	14550000	4.95E-08	1.08E-07	3.85E-08
chr3	14550001	14600000	5.50E-08	1.18E-07	4.95E-08
chr3	14600001	14650000	4.51E-08	1.00E-07	5.21E-08
chr3	14650001	14700000	4.18E-08	6.64E-08	5.15E-08
chr3	14700001	14750000	3.18E-08	1.97E-08	3.38E-08
chr3	14750001	14800000	3.48E-08	1.67E-08	8.54E-08
chr3	14800001	14850000	1.21E-08	6.38E-09	4.30E-08
chr3	14850001	14900000	7.08E-08	1.03E-08	1.23E-07
chr3	14900001	14950000	3.59E-08	5.76E-08	1.25E-07
chr3	14950001	15000000	4.69E-08	3.11E-09	9.26E-08
chr3	15000001	15050000	2.73E-08	6.60E-08	6.80E-08
chr3	15050001	15100000	2.23E-08	8.67E-08	1.03E-07
chr3	15100001	15150000	4.42E-08	8.01E-08	7.94E-08
chr3	15150001	15200000	4.84E-08	2.95E-08	5.28E-08
chr3	15200001	15250000	8.74E-08	6.38E-08	8.04E-08
chr3	15250001	15300000	5.07E-08	2.53E-08	1.07E-07
chr3	15300001	15350000	4.26E-08	4.61E-08	4.17E-08
chr3	15350001	15400000	6.86E-08	4.00E-08	5.52E-08
chr3	15400001	15450000	7.47E-08	8.56E-08	1.01E-07
chr3	15450001	15500000	2.41E-08	9.94E-08	9.96E-08
chr3	15500001	15550000	1.58E-08	9.98E-08	4.67E-08
chr3	15550001	15600000	3.10E-08	8.28E-08	1.35E-07
chr3	15600001	15650000	5.63E-08	1.16E-07	1.18E-07
chr3	15650001	15700000	2.37E-08	4.71E-09	8.51E-08
chr3	15700001	15750000	8.32E-08	2.16E-07	1.27E-07
chr3	15750001	15800000	7.45E-08	8.68E-08	1.17E-07
chr3	15800001	15850000	6.11E-08	6.68E-08	1.12E-07
chr3	15850001	15900000	4.97E-08	8.86E-08	6.51E-08
chr3	15900001	15950000	5.08E-08	1.31E-07	3.28E-08
chr3	15950001	16000000	3.85E-08	1.30E-07	3.76E-08
chr3	16000001	16050000	7.36E-08	1.43E-07	5.95E-08
chr3	16050001	16100000	4.93E-08	1.89E-07	5.39E-08
chr3	16100001	16150000	6.70E-09	1.18E-07	1.49E-08
chr3	16150001	16200000	2.85E-08	1.93E-07	4.62E-08
chr3	16200001	16250000	5.72E-08	2.14E-07	5.10E-08
chr3	16250001	16300000	3.54E-08	1.29E-07	3.77E-08
chr3	16300001	16350000	1.70E-08	8.57E-08	2.47E-08
chr3	16350001	16400000	1.30E-08	3.30E-08	1.52E-08
chr3	16400001	16450000	1.60E-08	8.15E-08	4.71E-09
chr3	16450001	16500000	3.18E-09	3.59E-08	2.51E-09
chr3	16500001	16550000	4.20E-08	1.08E-07	3.91E-08
chr3	16550001	16600000	1.46E-08	2.14E-08	1.34E-08
chr3	16600001	16650000	1.99E-08	4.01E-08	1.40E-08
chr3	16650001	16700000	4.25E-08	3.30E-08	3.30E-08
chr3	16700001	16750000	9.52E-09	7.75E-10	6.06E-09
chr3	16750001	16800000	4.22E-08	5.11E-08	3.69E-08
chr3	16800001	16850000	3.06E-08	8.67E-08	1.61E-08
chr3	16850001	16900000	3.56E-08	3.94E-08	4.15E-08
chr3	16900001	16950000	1.72E-08	6.26E-08	2.23E-08
chr3	16950001	17000000	2.39E-08	4.44E-08	1.49E-08
chr3	17000001	17050000	3.73E-08	6.88E-08	2.40E-08
chr3	17050001	17100000	4.87E-08	5.88E-08	5.05E-08
chr3	17100001	17150000	1.83E-08	7.59E-08	5.75E-08
chr3	17150001	17200000	3.84E-08	8.23E-08	7.40E-08
chr3	17200001	17250000	1.46E-08	2.90E-09	6.34E-08
chr3	17250001	17300000	2.51E-08	1.80E-09	1.68E-08
chr3	17300001	17350000	7.50E-09	2.48E-10	1.15E-08
chr3	17350001	17400000	3.31E-08	2.71E-09	2.74E-08
chr3	17400001	17450000	2.78E-08	2.74E-09	2.73E-08
chr3	17450001	17500000	2.37E-09	1.16E-09	2.01E-08
chr3	17500001	17550000	4.13E-09	1.35E-09	1.79E-08
chr3	17550001	17600000	3.33E-09	2.01E-10	1.42E-08
chr3	17600001	17650000	4.58E-09	1.20E-10	5.44E-09
chr3	17650001	17700000	2.27E-09	1.31E-10	1.84E-09
chr3	17700001	17750000	3.30E-09	8.44E-10	3.13E-09
chr3	17750001	17800000	1.28E-08	5.26E-10	2.54E-08
chr3	17800001	17850000	1.69E-08	3.53E-10	1.77E-08
chr3	17850001	17900000	3.23E-08	9.26E-09	2.02E-08
chr3	17900001	17950000	1.98E-08	9.26E-09	1.17E-08
chr3	17950001	18000000	2.38E-08	1.07E-08	3.16E-08
chr3	18000001	18050000	1.07E-08	1.20E-08	2.53E-08
chr3	18050001	18100000	5.14E-08	1.09E-08	7.43E-08
chr3	18100001	18150000	2.77E-08	1.25E-08	1.45E-08
chr3	18150001	18200000	9.41E-09	1.02E-08	9.62E-09
chr3	18200001	18250000	1.80E-08	9.64E-09	5.17E-09
chr3	18250001	18300000	9.89E-09	5.98E-09	5.66E-09
chr3	18300001	18350000	2.53E-08	1.24E-08	5.23E-08
chr3	18350001	18400000	2.69E-08	2.22E-08	1.49E-08
chr3	18400001	18450000	5.31E-08	5.01E-08	2.78E-08
chr3	18450001	18500000	2.02E-08	5.03E-08	2.53E-08
chr3	18500001	18550000	1.22E-08	1.08E-09	1.44E-08
chr3	18550001	18600000	5.47E-08	7.29E-09	5.72E-08
chr3	18600001	18650000	3.67E-08	5.86E-11	3.00E-08
chr3	18650001	18700000	1.99E-08	5.86E-11	5.08E-08
chr3	18700001	18750000	4.46E-08	6.93E-10	3.30E-08
chr3	18750001	18800000	4.06E-08	4.17E-10	1.09E-08
chr3	18800001	18850000	1.52E-08	1.17E-10	3.81E-09
chr3	18850001	18900000	1.25E-08	8.83E-09	1.31E-08
chr3	18900001	18950000	3.40E-08	1.65E-08	7.71E-08
chr3	18950001	19000000	7.22E-08	3.25E-08	4.09E-08
chr3	19000001	19050000	2.89E-08	3.19E-08	4.78E-08
chr3	19050001	19100000	4.60E-08	3.19E-08	3.29E-08
chr3	19100001	19150000	2.95E-08	3.19E-08	4.79E-08
chr3	19150001	19200000	2.51E-08	3.19E-08	8.10E-08
chr3	19200001	19250000	4.29E-08	3.19E-08	2.60E-08
chr3	19250001	19300000	2.64E-08	3.19E-08	1.41E-08
chr3	19300001	19350000	2.33E-08	3.19E-08	1.70E-08
chr3	19350001	19400000	8.49E-09	3.44E-08	1.19E-08
chr3	19400001	19450000	9.91E-09	1.08E-08	1.39E-08
chr3	19450001	19500000	1.78E-08	4.06E-08	2.21E-08
chr3	19500001	19550000	1.93E-08	4.16E-08	4.88E-08
chr3	19550001	19600000	1.52E-08	4.50E-08	2.43E-08
chr3	19600001	19650000	1.94E-08	2.34E-08	1.34E-08
chr3	19650001	19700000	4.74E-08	1.17E-08	1.96E-08
chr3	19700001	19750000	2.82E-08	4.97E-08	5.53E-08
chr3	19750001	19800000	3.44E-08	9.43E-08	8.00E-08
chr3	19800001	19850000	3.71E-08	3.06E-08	6.72E-08
chr3	19850001	19900000	4.73E-08	1.55E-08	7.27E-08
chr3	19900001	19950000	3.03E-08	1.29E-08	3.69E-08
chr3	19950001	20000000	3.25E-08	1.19E-08	5.91E-08
chr3	20000001	20050000	5.49E-08	2.12E-08	6.58E-08
chr3	20050001	20100000	3.51E-08	1.73E-08	1.11E-07
chr3	20100001	20150000	3.83E-08	8.78E-09	4.20E-08
chr3	20150001	20200000	1.65E-08	9.40E-09	8.30E-08
chr3	20200001	20250000	2.22E-08	8.12E-09	5.65E-08
chr3	20250001	20300000	1.10E-08	5.49E-09	2.04E-08
chr3	20300001	20350000	5.03E-08	5.68E-09	2.48E-08
chr3	20350001	20400000	3.74E-08	6.31E-09	2.16E-08
chr3	20400001	20450000	3.83E-08	3.17E-08	4.91E-08
chr3	20450001	20500000	5.71E-08	2.11E-07	7.19E-08
chr3	20500001	20550000	4.14E-08	1.62E-07	7.57E-08
chr3	20550001	20600000	7.45E-08	2.08E-07	1.07E-07
chr3	20600001	20650000	1.86E-08	1.18E-07	9.57E-08
chr3	20650001	20700000	2.90E-08	6.99E-08	7.63E-08
chr3	20700001	20750000	3.44E-08	2.35E-07	7.82E-08
chr3	20750001	20800000	5.37E-08	9.32E-08	7.39E-08
chr3	20800001	20850000	3.06E-08	9.98E-08	6.72E-08
chr3	20850001	20900000	2.20E-08	1.04E-07	2.52E-08
chr3	20900001	20950000	5.27E-08	1.50E-07	2.02E-08
chr3	20950001	21000000	4.73E-08	1.50E-07	1.59E-08
chr3	21000001	21050000	5.94E-08	1.35E-07	1.92E-08
chr3	21050001	21100000	3.50E-08	5.85E-08	2.47E-08
chr3	21100001	21150000	2.01E-08	6.55E-08	1.31E-08
chr3	21150001	21200000	1.97E-08	7.52E-08	3.88E-08
chr3	21200001	21250000	1.24E-08	4.29E-08	1.79E-08
chr3	21250001	21300000	2.07E-08	6.48E-08	1.89E-08
chr3	21300001	21350000	5.49E-09	2.44E-08	2.99E-08
chr3	21350001	21400000	9.86E-09	1.55E-08	9.68E-09
chr3	21400001	21450000	2.18E-08	3.19E-08	1.74E-08
chr3	21450001	21500000	1.76E-08	2.79E-08	7.87E-09
chr3	21500001	21550000	1.32E-08	3.63E-08	2.23E-08
chr3	21550001	21600000	1.00E-08	2.62E-08	1.76E-08
chr3	21600001	21650000	2.15E-08	3.26E-08	1.07E-07
chr3	21650001	21700000	1.60E-08	3.26E-08	1.07E-07
chr3	21700001	21750000	8.04E-09	6.13E-08	7.66E-09
chr3	21750001	21800000	7.29E-09	7.56E-08	9.75E-09
chr3	21800001	21850000	4.21E-09	4.04E-08	5.99E-09
chr3	21850001	21900000	5.78E-09	3.57E-08	4.54E-09
chr3	21900001	21950000	3.98E-09	4.40E-08	3.37E-09
chr3	21950001	22000000	2.44E-09	2.58E-08	2.56E-09
chr3	22000001	22050000	9.02E-09	2.33E-08	7.94E-09
chr3	22050001	22100000	3.10E-09	2.48E-08	3.66E-09
chr3	22100001	22150000	1.76E-08	8.08E-08	1.07E-08
chr3	22150001	22200000	8.95E-09	5.44E-08	1.59E-08
chr3	22200001	22250000	2.38E-08	5.06E-08	2.29E-08
chr3	22250001	22300000	1.70E-08	2.84E-09	5.24E-09
chr3	22300001	22350000	8.24E-09	1.61E-08	8.44E-09
chr3	22350001	22400000	9.67E-09	2.08E-08	6.24E-09
chr3	22400001	22450000	2.84E-08	9.84E-09	1.73E-08
chr3	22450001	22500000	3.97E-08	1.35E-08	1.08E-08
chr3	22500001	22550000	3.66E-08	2.82E-08	7.15E-09
chr3	22550001	22600000	3.13E-09	2.26E-08	1.48E-09
chr3	22600001	22650000	2.87E-09	3.43E-08	3.20E-09
chr3	22650001	22700000	4.45E-09	7.21E-08	3.74E-09
chr3	22700001	22750000	1.95E-09	6.88E-08	2.38E-09
chr3	22750001	22800000	1.22E-08	7.41E-08	4.14E-09
chr3	22800001	22850000	9.21E-09	1.21E-07	6.06E-09
chr3	22850001	22900000	5.39E-09	6.82E-08	1.33E-08
chr3	22900001	22950000	2.67E-09	8.84E-08	1.12E-08
chr3	22950001	23000000	3.74E-09	4.19E-08	3.12E-09
chr3	23000001	23050000	1.30E-09	2.56E-08	1.74E-09
chr3	23050001	23100000	5.97E-10	1.15E-09	1.34E-10
chr3	23100001	23150000	2.40E-09	4.61E-08	2.37E-09
chr3	23150001	23200000	3.13E-09	3.85E-08	5.12E-09
chr3	23200001	23250000	1.37E-08	7.84E-08	2.04E-08
chr3	23250001	23300000	3.99E-09	6.74E-08	8.13E-09
chr3	23300001	23350000	1.69E-08	4.71E-08	7.46E-09
chr3	23350001	23400000	2.47E-08	3.36E-08	5.41E-09
chr3	23400001	23450000	1.81E-08	8.45E-08	6.02E-09
chr3	23450001	23500000	5.46E-08	1.25E-07	3.80E-08
chr3	23500001	23550000	3.64E-08	1.36E-07	2.17E-08
chr3	23550001	23600000	3.94E-08	6.40E-08	2.99E-08
chr3	23600001	23650000	2.89E-08	1.31E-07	1.57E-08
chr3	23650001	23700000	2.48E-08	4.08E-08	7.24E-09
chr3	23700001	23750000	1.12E-08	5.55E-08	5.85E-09
chr3	23750001	23800000	7.02E-09	5.22E-08	3.10E-09
chr3	23800001	23850000	1.05E-08	2.66E-08	2.96E-09
chr3	23850001	23900000	1.28E-08	2.91E-08	5.37E-09
chr3	23900001	23950000	2.27E-08	1.32E-07	1.23E-08
chr3	23950001	24000000	6.07E-08	7.25E-08	1.84E-08
chr3	24000001	24050000	5.72E-08	5.64E-08	1.18E-08
chr3	24050001	24100000	5.65E-08	1.14E-07	2.04E-08
chr3	24100001	24150000	1.30E-08	3.51E-08	2.15E-09
chr3	24150001	24200000	1.95E-08	3.76E-08	8.31E-09
chr3	24200001	24250000	2.64E-08	8.81E-08	9.13E-09
chr3	24250001	24300000	1.81E-08	1.62E-08	1.90E-09
chr3	24300001	24350000	9.94E-09	2.25E-08	8.68E-09
chr3	24350001	24400000	6.15E-09	3.06E-08	1.16E-08
chr3	24400001	24450000	5.41E-09	3.84E-08	4.58E-09
chr3	24450001	24500000	2.73E-08	4.86E-08	2.71E-08
chr3	24500001	24550000	9.13E-09	7.82E-10	2.54E-09
chr3	24550001	24600000	3.50E-08	1.51E-09	1.41E-09
chr3	24600001	24650000	6.11E-09	1.59E-09	4.21E-09
chr3	24650001	24700000	4.24E-09	1.26E-08	3.36E-09
chr3	24700001	24750000	8.25E-09	2.48E-08	1.78E-09
chr3	24750001	24800000	9.27E-09	1.43E-08	2.73E-09
chr3	24800001	24850000	3.95E-08	2.32E-08	8.62E-09
chr3	24850001	24900000	2.20E-08	2.70E-08	8.63E-09
chr3	24900001	24950000	1.60E-08	5.04E-08	6.91E-09
chr3	24950001	25000000	2.27E-08	1.17E-07	1.68E-08
chr3	25000001	25050000	1.83E-08	4.94E-08	1.56E-09
chr3	25050001	25100000	1.79E-08	2.73E-10	2.29E-09
chr3	25100001	25150000	6.99E-09	2.63E-08	2.62E-09
chr3	25150001	25200000	1.61E-09	1.20E-08	9.43E-11
chr3	25200001	25250000	1.03E-09	3.96E-09	3.25E-11
chr3	25250001	25300000	5.77E-09	1.80E-08	1.83E-10
chr3	25300001	25350000	1.32E-08	5.82E-08	2.72E-09
chr3	25350001	25400000	2.69E-08	3.92E-08	6.50E-09
chr3	25400001	25450000	2.21E-08	2.47E-08	4.71E-09
chr3	25450001	25500000	2.85E-08	7.04E-08	1.23E-08
chr3	25500001	25550000	2.19E-08	4.28E-08	5.89E-09
chr3	25550001	25600000	5.86E-08	2.63E-08	4.85E-09
chr3	25600001	25650000	2.49E-08	5.24E-08	3.57E-09
chr3	25650001	25700000	2.00E-08	8.51E-08	9.41E-09
chr3	25700001	25750000	3.12E-08	1.48E-07	1.78E-08
chr3	25750001	25800000	4.14E-08	1.18E-07	2.27E-08
chr3	25800001	25850000	3.56E-08	7.61E-08	2.69E-08
chr3	25850001	25900000	4.83E-08	5.20E-08	1.28E-08
chr3	25900001	25950000	3.21E-08	9.71E-08	2.31E-08
chr3	25950001	26000000	1.85E-08	7.53E-08	1.82E-08
chr3	26000001	26050000	1.42E-08	7.34E-08	1.82E-08
chr3	26050001	26100000	5.26E-08	1.08E-07	3.00E-08
chr3	26100001	26150000	2.55E-08	1.23E-07	1.37E-08
chr3	26150001	26200000	1.18E-08	7.32E-08	1.08E-08
chr3	26200001	26250000	3.21E-08	1.11E-07	1.55E-08
chr3	26250001	26300000	4.38E-08	1.02E-07	1.75E-08
chr3	26300001	26350000	5.41E-08	6.39E-09	4.12E-09
chr3	26350001	26400000	2.37E-08	2.36E-09	7.31E-09
chr3	26400001	26450000	5.23E-08	4.68E-08	1.68E-08
chr3	26450001	26500000	1.50E-08	7.69E-08	1.84E-08
chr3	26500001	26550000	2.18E-08	1.07E-07	8.71E-09
chr3	26550001	26600000	3.23E-08	8.23E-08	1.03E-08
chr3	26600001	26650000	1.70E-08	3.51E-08	7.27E-09
chr3	26650001	26700000	2.45E-09	4.17E-09	1.43E-09
chr3	26700001	26750000	4.61E-09	4.23E-10	1.40E-09
chr3	26750001	26800000	1.32E-08	1.89E-08	2.55E-09
chr3	26800001	26850000	5.90E-08	4.60E-08	1.04E-08
chr3	26850001	26900000	5.88E-08	8.50E-08	2.19E-08
chr3	26900001	26950000	5.39E-08	4.59E-08	7.62E-09
chr3	26950001	27000000	5.30E-08	4.43E-08	1.44E-08
chr3	27000001	27050000	3.80E-08	1.82E-08	3.00E-08
chr3	27050001	27100000	4.28E-08	1.77E-08	1.20E-08
chr3	27100001	27150000	4.47E-08	2.60E-08	3.63E-08
chr3	27150001	27200000	4.28E-08	4.24E-09	1.47E-08
chr3	27200001	27250000	5.75E-08	2.20E-08	5.56E-08
chr3	27250001	27300000	5.00E-08	2.56E-08	3.35E-08
chr3	27300001	27350000	3.17E-08	1.52E-08	2.31E-08
chr3	27350001	27400000	3.39E-08	2.32E-08	1.89E-08
chr3	27400001	27450000	5.08E-08	5.64E-08	1.19E-08
chr3	27450001	27500000	6.83E-08	4.42E-08	1.00E-08
chr3	27500001	27550000	2.01E-08	2.10E-08	1.32E-08
chr3	27550001	27600000	7.23E-08	2.28E-08	6.59E-09
chr3	27600001	27650000	2.10E-08	1.81E-08	4.18E-09
chr3	27650001	27700000	1.40E-08	2.44E-08	4.57E-09
chr3	27700001	27750000	2.59E-08	1.60E-08	2.68E-09
chr3	27750001	27800000	1.25E-08	1.76E-08	4.51E-09
chr3	27800001	27850000	8.13E-09	3.28E-08	2.37E-09
chr3	27850001	27900000	6.87E-09	2.60E-08	2.57E-09
chr3	27900001	27950000	6.02E-09	1.74E-08	1.67E-09
chr3	27950001	28000000	1.05E-08	2.65E-08	2.49E-09
chr3	28000001	28050000	1.07E-08	1.72E-08	1.88E-09
chr3	28050001	28100000	1.15E-08	4.58E-09	2.35E-09
chr3	28100001	28150000	8.88E-09	9.27E-09	2.56E-09
chr3	28150001	28200000	1.09E-08	3.86E-08	2.37E-09
chr3	28200001	28250000	1.90E-08	3.46E-08	3.46E-09
chr3	28250001	28300000	2.51E-08	4.13E-08	1.46E-08
chr3	28300001	28350000	1.27E-08	3.14E-10	4.18E-09
chr3	28350001	28400000	2.59E-08	2.05E-08	5.12E-09
chr3	28400001	28450000	2.78E-08	2.15E-08	1.19E-08
chr3	28450001	28500000	1.11E-08	5.57E-11	1.12E-09
chr3	28500001	28550000	1.49E-08	2.40E-08	2.94E-08
chr3	28550001	28600000	5.48E-08	2.41E-08	2.94E-08
chr3	28600001	28650000	5.39E-09	6.42E-09	5.58E-09
chr3	28650001	28700000	7.80E-09	1.62E-08	2.32E-09
chr3	28700001	28750000	5.74E-09	1.26E-08	1.52E-09
chr3	28750001	28800000	5.92E-09	2.40E-08	3.13E-09
chr3	28800001	28850000	1.59E-08	3.02E-08	5.80E-09
chr3	28850001	28900000	7.77E-09	2.94E-08	5.23E-09
chr3	28900001	28950000	1.15E-08	1.98E-08	4.63E-09
chr3	28950001	29000000	4.88E-09	1.05E-08	3.27E-09
chr3	29000001	29050000	1.94E-09	9.52E-09	1.91E-09
chr3	29050001	29100000	2.36E-09	1.05E-10	5.19E-10
chr3	29100001	29150000	2.60E-09	9.36E-11	1.49E-09
chr3	29150001	29200000	2.20E-08	1.95E-08	2.75E-09
chr3	29200001	29250000	5.90E-09	3.60E-08	6.38E-09
chr3	29250001	29300000	3.76E-09	1.17E-08	8.31E-10
chr3	29300001	29350000	4.86E-09	1.90E-08	2.72E-09
chr3	29350001	29400000	1.60E-08	4.27E-08	4.48E-09
chr3	29400001	29450000	5.15E-09	3.92E-08	2.96E-09
chr3	29450001	29500000	8.00E-09	2.61E-08	1.72E-09
chr3	29500001	29550000	1.40E-08	9.33E-09	1.49E-09
chr3	29550001	29600000	1.22E-08	2.74E-08	2.74E-09
chr3	29600001	29650000	8.67E-09	2.98E-08	1.54E-09
chr3	29650001	29700000	7.72E-09	3.22E-08	4.78E-09
chr3	29700001	29750000	9.08E-09	3.96E-08	2.56E-09
chr3	29750001	29800000	1.31E-08	3.04E-08	5.14E-09
chr3	29800001	29850000	7.26E-09	2.09E-09	1.82E-09
chr3	29850001	29900000	8.78E-09	4.20E-08	1.90E-09
chr3	29900001	29950000	5.01E-09	5.01E-08	3.69E-09
chr3	29950001	30000000	1.69E-08	4.23E-08	3.89E-09
chr3	30000001	30050000	8.36E-09	2.53E-08	2.04E-09
chr3	30050001	30100000	4.26E-09	2.12E-08	5.71E-10
chr3	30100001	30150000	2.52E-09	1.69E-08	7.04E-10
chr3	30150001	30200000	2.76E-09	1.43E-08	5.74E-11
chr3	30200001	30250000	2.40E-09	1.60E-09	1.45E-10
chr3	30250001	30300000	6.36E-09	6.27E-11	7.68E-10
chr3	30300001	30350000	1.16E-08	3.23E-08	4.47E-09
chr3	30350001	30400000	6.96E-09	2.50E-08	2.49E-09
chr3	30400001	30450000	2.88E-08	2.30E-08	2.03E-09
chr3	30450001	30500000	7.61E-09	6.96E-09	1.60E-09
chr3	30500001	30550000	2.08E-08	3.19E-08	8.31E-09
chr3	30550001	30600000	1.61E-08	2.09E-08	1.52E-08
chr3	30600001	30650000	1.14E-08	1.09E-08	6.83E-09
chr3	30650001	30700000	1.16E-08	1.19E-08	7.96E-09
chr3	30700001	30750000	1.01E-08	1.43E-08	8.06E-09
chr3	30750001	30800000	1.27E-08	1.13E-08	8.00E-09
chr3	30800001	30850000	8.94E-09	3.52E-09	8.52E-09
chr3	30850001	30900000	1.12E-08	1.15E-09	8.25E-09
chr3	30900001	30950000	7.02E-09	5.69E-09	8.15E-09
chr3	30950001	31000000	1.08E-08	1.76E-09	9.50E-09
chr3	31000001	31050000	4.87E-09	3.87E-10	3.42E-09
chr3	31050001	31100000	6.10E-09	6.82E-09	6.01E-09
chr3	31100001	31150000	7.90E-09	2.82E-08	7.36E-09
chr3	31150001	31200000	7.47E-09	2.65E-08	5.03E-09
chr3	31200001	31250000	5.70E-09	3.13E-08	1.66E-09
chr3	31250001	31300000	2.08E-09	2.65E-08	3.69E-10
chr3	31300001	31350000	8.40E-09	7.51E-09	4.68E-10
chr3	31350001	31400000	7.64E-09	4.10E-09	1.35E-09
chr3	31400001	31450000	7.76E-09	4.96E-09	1.26E-09
chr3	31450001	31500000	1.01E-08	1.59E-08	2.07E-09
chr3	31500001	31550000	1.95E-08	1.13E-09	2.43E-09
chr3	31550001	31600000	1.86E-08	1.01E-08	1.84E-09
chr3	31600001	31650000	1.52E-08	4.71E-08	2.00E-08
chr3	31650001	31700000	3.16E-08	2.28E-08	7.98E-09
chr3	31700001	31750000	1.26E-08	1.67E-08	8.55E-09
chr3	31750001	31800000	5.55E-09	5.61E-09	2.00E-09
chr3	31800001	31850000	1.14E-09	4.99E-11	9.67E-11
chr3	31850001	31900000	1.96E-09	7.07E-10	5.76E-11
chr3	31900001	31950000	8.27E-09	3.72E-08	1.26E-09
chr3	31950001	32000000	3.47E-09	1.35E-10	8.29E-10
chr3	32000001	32050000	1.16E-08	1.14E-09	1.22E-09
chr3	32050001	32100000	4.57E-09	4.63E-09	5.39E-10
chr3	32100001	32150000	3.83E-09	1.47E-08	6.49E-10
chr3	32150001	32200000	6.55E-09	1.47E-09	5.45E-10
chr3	32200001	32250000	7.07E-09	4.92E-09	1.17E-09
chr3	32250001	32300000	1.50E-08	6.15E-09	1.82E-09
chr3	32300001	32350000	1.37E-08	4.09E-08	5.19E-09
chr3	32350001	32400000	2.21E-08	4.56E-08	5.16E-09
chr3	32400001	32450000	8.47E-09	1.98E-08	3.63E-09
chr3	32450001	32500000	1.01E-08	1.67E-08	2.80E-09
chr3	32500001	32550000	4.17E-10	3.70E-09	5.26E-11
chr3	32550001	32600000	8.77E-12	3.70E-09	4.76E-11
chr3	32600001	32650000	3.23E-09	5.13E-10	7.40E-10
